,commits,previous_commits,old_file_paths,new_file_paths,modified_files_added_lines,modified_file_deleted_lines,modified_files_nloc,modified_files_complexity,modified_files_token_count,commit_messages,commit_date,entropy_ast_edge_file_context,entropy_ast_edge_file_normalised,entropy_token_file_context,entropy_token_file_normalised,entropy_token_no_keywords_file_context,entropy_token_no_keywords_file_normalised,entropy_token_no_keywords_no_numbers_file_context,entropy_token_no_keywords_no_numbers_file_normalised,delta_entropy_ast_edge_file_context,delta_entropy_ast_edge_file_normalised,delta_entropy_token_file_context,delta_entropy_token_file_normalised,delta_entropy_token_no_keywords_file_context,delta_entropy_token_no_keywords_file_normalised,delta_entropy_token_no_keywords_no_numbers_file_context,delta_entropy_token_no_keywords_no_numbers_file_normalised
0,9fc5aa63f6fe5a4a1916b8220a961cb5183890e4,,,app/Base.java,1111,0,517.0,122.0,3650.0,Initial Arduino IDE based on Processing.,2005-08-25 21:06:28+00:00,5.880318478441882,0.7963913837171787,8.362086839566778,0.8651625676763915,8.338665546312605,0.8676146115707437,8.281569835297361,0.8676375793343123,0.17634109479784144,-0.0013959069806213087,0.5883153361549578,-0.012746754850391118,0.6556235503339449,-0.008957499776460098,0.6529044449605852,-0.00917619531094116
1,9fc5aa63f6fe5a4a1916b8220a961cb5183890e4,,,app/Compiler.java,455,0,231.0,58.0,1655.0,Initial Arduino IDE based on Processing.,2005-08-25 21:06:28+00:00,5.70397738364404,0.7977872906978,7.773771503411821,0.8779093225267827,7.68304199597866,0.8765721113472038,7.628665390336776,0.8768137746452535,-0.08921529814024254,-0.04695005778715566,0.14041872320199467,-0.03543860231914209,0.2096381725969909,-0.03215871331065656,0.21811023621090708,-0.03135681386939859
2,9fc5aa63f6fe5a4a1916b8220a961cb5183890e4,,,app/Downloader.java,268,0,137.0,25.0,852.0,Initial Arduino IDE based on Processing.,2005-08-25 21:06:28+00:00,5.793192681784283,0.8447373484849556,7.633352780209826,0.9133479248459248,7.473403823381669,0.9087308246578604,7.410555154125869,0.908170588514652,0.38817285967713033,0.10744624125073643,-0.4775735534410295,0.08454117393282701,-0.6203552225669577,0.07715306807968447,-0.6400925863537053,0.07720034274280452
3,9fc5aa63f6fe5a4a1916b8220a961cb5183890e4,,,app/Editor.java,1903,0,1057.0,152.0,6558.0,Initial Arduino IDE based on Processing.,2005-08-25 21:06:28+00:00,5.405019822107152,0.7372911072342192,8.110926333650855,0.8288067509130977,8.093759045948627,0.8315777565781759,8.050647740479574,0.8309702457718475,-0.20211227217134375,-0.06502468544868678,1.13096716361526,-0.02926963889751444,1.2527730609527863,-0.02234708750420722,1.2906416098520443,-0.024632853852509684
4,9fc5aa63f6fe5a4a1916b8220a961cb5183890e4,,,app/EditorButtons.java,404,0,259.0,75.0,1862.0,Initial Arduino IDE based on Processing.,2005-08-25 21:06:28+00:00,5.607132094278496,0.802315792682906,6.979959170035595,0.8580763898106122,6.84098598499584,0.8539248440823831,6.76000613062753,0.8556030996243572,0.32736696581982816,0.015963087145572707,-0.6915414793127708,-0.023660728987267787,-0.7091986326407218,-0.02325592421875533,-0.7040800530293554,-0.020097249846647403
5,9fc5aa63f6fe5a4a1916b8220a961cb5183890e4,,,app/EditorConsole.java,334,0,201.0,35.0,1314.0,Initial Arduino IDE based on Processing.,2005-08-25 21:06:28+00:00,5.279765128458668,0.7863527055373333,7.671500649348366,0.88173711879788,7.550184617636562,0.8771807683011384,7.464086183656885,0.8757003494710046,-0.39199293243753,-0.018792203278861108,0.5354252283147378,0.02093383803404425,0.49395316183983784,0.018671609104588205,0.49805136964953345,0.01824948843272778
6,9fc5aa63f6fe5a4a1916b8220a961cb5183890e4,,,app/EditorHeader.java,389,0,242.0,41.0,1746.0,Initial Arduino IDE based on Processing.,2005-08-25 21:06:28+00:00,5.671758060896198,0.8051449088161944,7.136075421033628,0.8608032807638357,7.056231455796724,0.8585091591965502,6.966034814007352,0.8574508610382768,0.22731357591632229,-0.06105971825465695,0.23969741202633088,-0.06679898768200387,0.2717950814756387,-0.06808234599159979,0.31598798082726187,-0.06747390989604896
7,9fc5aa63f6fe5a4a1916b8220a961cb5183890e4,,,app/EditorLineStatus.java,119,0,59.0,11.0,394.0,Initial Arduino IDE based on Processing.,2005-08-25 21:06:28+00:00,5.444444484979876,0.8662046270708513,6.8963780090072975,0.9276022684458396,6.784436374321086,0.92659150518815,6.65004683318009,0.9249247709343258,-0.28175811805406514,0.008015541459887365,-0.4497221426574942,0.008691163290696191,-0.4479470065959843,0.009084098646053085,-0.47137828924496983,0.009734446286125409
8,9fc5aa63f6fe5a4a1916b8220a961cb5183890e4,,,app/EditorListener.java,172,0,90.0,26.0,564.0,Initial Arduino IDE based on Processing.,2005-08-25 21:06:28+00:00,5.726202603033941,0.858189085610964,7.346100151664792,0.9189111051551434,7.23238338091707,0.917507406542097,7.12142512242506,0.9151903246482004,0.483584017178873,0.06384244631235614,-0.07885694728661008,0.04659286460276457,-0.08031622630928492,0.04879420512941135,-0.11118581200386313,0.047955190691681304
9,9fc5aa63f6fe5a4a1916b8220a961cb5183890e4,,,app/EditorStatus.java,430,0,251.0,55.0,1741.0,Initial Arduino IDE based on Processing.,2005-08-25 21:06:28+00:00,5.242618585855068,0.7943466392986078,7.424957098951402,0.8723182405523788,7.312699607226355,0.8687132014126856,7.232610934428923,0.8672351339565191,-0.004443834233479826,-0.006170759858407093,0.09487990005521318,-0.007546161666344364,0.12215317603140718,-0.006137632134966875,0.11658778074530307,-0.007017370339859386
